188_800px-Takhtejamshid_1158.jpg,achaemenid
194_800px-Persepolis-001.JPG,achaemenid
199_800px-Persepolis_P100c_NPG_bull.jpg,achaemenid
217_800px-Persepolis_24.11.2009_13-05-33.jpg,achaemenid
21_Tonbeaux-achemenides.JPG,achaemenid
225_800px-Takhtejamshid_1108.jpg,achaemenid
240_800px-Persepolis_24.11.2009_11-56-59.jpg,achaemenid
241_800px-Takhtejamshid53.jpg,achaemenid
242_800px-Persepolis_king_P100C.jpg,achaemenid
247_800px-Persepolis_relief_sud_P100C_haut.jpg,achaemenid
254_800px-CyrustheGreatTomb_22057.jpg,achaemenid
257_725px-Tomb_of_Cyrus_the_Great-001.JPG,achaemenid
262_Cyrus_tomb.jpg,achaemenid
264_800px-Pasargade_1.JPG,achaemenid
265_800px-CyrustheGreatTomb_22058.jpg,achaemenid
267_800px-CyrustheGreatTomb_22051.jpg,achaemenid
269_800px-CyrustheGreatTombRestoration_22046.jpg,achaemenid
26_800px-Fire_altars.jpg,achaemenid
274_800px-CyrustheGreatTomb_22060.jpg,achaemenid
275_800px-Pasargadae.JPG,achaemenid
276_659px-Pasargades_cyrus_cropped.jpg,achaemenid
280_800px-CyrustheGreatTomb_22055.jpg,achaemenid
281_400px-Pasargades_cyrus.jpg,achaemenid
282_627px-Pasargad232.JPG,achaemenid
316_800px-Persepolis_Taureaux.jpg,achaemenid
319_800px-Persepolis_24.11.2009_11-22-11.jpg,achaemenid
31_800px-Naqshe_Rostam_1.JPG,achaemenid
321_800px-Kabe_Zartosht-1.JPG,achaemenid
329_800px-Kabe_Zartosht-11.JPG,achaemenid
32_769px-Naqsh-e_rostam.JPG,achaemenid
331_800px-Naqsherostam43.jpg,achaemenid
335_384px-Naqsh_i_Rustam._Temple.jpg,achaemenid
336_450px-Tour_nagsh-e-rostam_iran.jpg,achaemenid
340_450px-Kabaa_ye_Zartosht.jpg,achaemenid
343_800px-Kabe_Zartosht-10.JPG,achaemenid
397_Danial.jpg,achaemenid
402_400px-Tomb_of_Daniel_1.jpg,achaemenid
439_800px-Khakhdarious.JPG,achaemenid
446_800px-Khagdarious.JPG,achaemenid
507_800px-Persepolis_Taureaux.jpg,achaemenid
508_800px-Persepolis_24.11.2009_11-22-11.jpg,achaemenid
686_Apadana.jpg,achaemenid
687_800px-Apadana_palace_persepolis.JPG,achaemenid
692_lossy-page1-800px-Apadana_Palace_in_Persepolis_located_in_Iran.tif.jpg,achaemenid
704_800px-Persian_ccity.jpg,achaemenid
707_400px-Takhtejamshid_7.JPG,achaemenid
709_450px-Pers%C4%93s_polis.jpg,achaemenid
710_800px-Takhtejamshid15.JPG,achaemenid
716_800px-Persepolis_6.JPG,achaemenid
720_397px-20101229_Gates_of_the_nations_Persepolis_Iran.jpg,achaemenid
728_800px-Persepolis_24.11.2009_11-12-14.jpg,achaemenid
730_449px-Persepolis_24.11.2009_13-11-45.jpg,achaemenid
734_800px-Persian_cityy.jpg,achaemenid
750_450px-Gate_of_All_Nations.jpg,achaemenid
755_lossy-page1-800px-Nations_Gate_palace_%28kakh-e-darvaz-e-keshvarha%29_in_Persepolis.tif.jpg,achaemenid
766_543px-Gate_of_Nations_2008.jpg,achaemenid
771_800px-Persepolis_24.11.2009_13-12-00.jpg,achaemenid
774_lossy-page1-661px-Apadana_palace_in_persepolis_in_Iran.tif.jpg,achaemenid
777_449px-Persepolis_24.11.2009_11-12-38.jpg,achaemenid
834_800px-Takht-e-Jamshid.JPG,achaemenid
835_800px-Tachar_Persepolis_Iran.JPG,achaemenid
841_800px-Takhteh_Jamshid.jpg,achaemenid
843_800px-Persepolis_06.jpg,achaemenid
848_800px-Persepolis_24.11.2009_11-44-53.jpg,achaemenid
853_Persepolis_T_Chipiez.jpg,achaemenid
854_800px-Tashra.jpg,achaemenid
859_591px-Persepolis_recreated.jpg,achaemenid
861_450px-Persepolis_24.11.2009_11-39-46.jpg,achaemenid
863_lossy-page1-755px-Tachar-Persepolis-Iran.tif.jpg,achaemenid
10_Mount_Clemens_Craftsman.jpg,american_craftsman
12_800px-Olaf_Lee_House.jpg,american_craftsman
139_450px-Masonic_Temple%2C_Mechanicsburg%2C_blue_sky.jpg,american_craftsman
140_800px-William_King_House.jpg,american_craftsman
142_450px-Masonic_Temple%2C_Mechanicsburg.jpg,american_craftsman
146_800px-Soloman_Levy_House.jpg,american_craftsman
14_800px-Floyd_and_Glenora_Dycus_House.jpg,american_craftsman
150_800px-William_King_House_in_Canal_Winchester.jpg,american_craftsman
151_800px-Edward_Ransbottom_House.jpg,american_craftsman
152_800px-Defiance_Public_Library.jpg,american_craftsman
153_800px-Bruns-Wynkoop_House.jpg,american_craftsman
156_800px-Winthrop_near_Fulton_in_Olde_Towne_Toledo.jpg,american_craftsman
15_800px-W.W._Logan_House.jpg,american_craftsman
161_800px-First_Presbyterian_Church%2C_Napoleon.jpg,american_craftsman
162_800px-First_Presbyterian_Church%2C_Napoleon_1.jpg,american_craftsman
165_644px-4703_MacArthur_Boulevard%2C_N.W..jpg,american_craftsman
167_800px-Potomac_Boat_Club%2C_DC.jpg,american_craftsman
179_800px-Woman%27s_National_Democratic_Club.JPG,american_craftsman
17_800px-Neal_House_near_Milton.jpg,american_craftsman
18_800px-Beatrice%2C_Nebraska_610_N_11_St.JPG,american_craftsman
195_800px-Eppich_Apartments.JPG,american_craftsman
196_800px-Hotchkiss_Methodist_Episcopal_Church.JPG,american_craftsman
197_800px-First_Presbyterian_Church_of_Eckert.JPG,american_craftsman
198_800px-M.J._Lavina_Robidoux_House.JPG,american_craftsman
19_800px-Beatrice%2C_Nebraska_602_N_11_St.JPG,american_craftsman
